fpr,tpr,threshold
0.129,0.8234672304439746,0.6805565939186747
0.129,0.8245243128964059,0.6803860187484663
0.13,0.8245243128964059,0.6793570642862213
0.13,0.8266384778012685,0.6792761590875188
0.131,0.8266384778012685,0.6792085605581681
0.131,0.828752642706131,0.6778070364396105
0.132,0.828752642706131,0.6771250379789554
0.132,0.8298097251585623,0.6769169281688081
0.133,0.8298097251585623,0.6753781615143606
0.133,0.8319238900634249,0.6719597389657306
0.134,0.8319238900634249,0.6686341939571263
0.134,0.8329809725158562,0.666290844097837
0.135,0.8329809725158562,0.6658724112351019
0.135,0.8403805496828752,0.6570497998021768
0.137,0.8403805496828752,0.6528508491733044
0.137,0.846723044397463,0.6488059676227387
0.138,0.846723044397463,0.6485354342933674
0.138,0.8477801268498943,0.6482622367448824
0.139,0.8477801268498943,0.6478832341673575
0.139,0.8488372093023255,0.647736810939424
0.143,0.8488372093023255,0.6449205296079716
0.143,0.8498942917547568,0.6448697930783667
0.144,0.8498942917547568,0.644142866971012
0.144,0.8509513742071881,0.6441302994182351
0.146,0.8509513742071881,0.6426470978747494
0.146,0.8520084566596194,0.6424147240890037
0.148,0.8520084566596194,0.6411279344675079
0.148,0.8551797040169133,0.6359806423895097
0.149,0.8551797040169133,0.6347015180970995
0.149,0.857293868921776,0.6329609362568346
0.152,0.857293868921776,0.6297809686133887
0.152,0.8594080338266384,0.6292393735141526
0.154,0.8594080338266384,0.6266420077543214
0.154,0.8604651162790697,0.6258762380133458
0.155,0.8604651162790697,0.6256229129191996
0.155,0.8657505285412262,0.6198200872491797
0.156,0.8657505285412262,0.6187911602759318
0.156,0.86892177589852,0.6155050660190597
0.158,0.86892177589852,0.6140721893725399
0.158,0.8699788583509513,0.6139521803700465
0.16,0.8699788583509513,0.6113647650423236
0.16,0.8710359408033826,0.6109469711541348
0.161,0.8710359408033826,0.6103053858617798
0.161,0.8752642706131079,0.6049836497367154
0.162,0.8752642706131079,0.6026945177708295
0.162,0.8763213530655392,0.6020240041930298
0.165,0.8763213530655392,0.5987348702700895
0.165,0.879492600422833,0.593832951915664
0.167,0.879492600422833,0.590150821691887
0.167,0.8805496828752643,0.5899657638594579
0.169,0.8805496828752643,0.5848331010712551
0.169,0.8826638477801269,0.5796896847316065
0.172,0.8826638477801269,0.5780629979041733
0.172,0.8858350951374208,0.5740738153166322
0.174,0.8858350951374208,0.5705337346463201
0.174,0.8868921775898521,0.5703701600819607
0.177,0.8868921775898521,0.5663989955057547
0.177,0.8879492600422833,0.5661470509473097
